链家编号,标题,小区名称,小区纬度,小区经度,邻近地铁站,所属街道,所属区域,总价,地铁线路,每平方售价,建造时间,室数,厅数,厨数,卫数,所在楼层,楼层总数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯数,户数,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,url,别墅类型,抵押信息
107102586910,万佳苑 2室2厅 750万,万佳苑,31.300816,121.54335,黄兴公园站,黄兴公园,杨浦,750,8,76743,2005,2,2,2,1,低楼层,16,97.73,平层,暂无数据,板楼,南,钢混结构,精装,一,两,有,2020-05-26,商品房,2005-12-31,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102586910.html,,
107102587378,园林式小区 南北直通两房 满五唯一 拎包入住,九城湖滨国际,31.155729,121.325362,暂无信息,九亭,松江,439,暂无信息,46490,2007,2,2,1,1,中楼层,14,94.43,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-05-26,商品房,2013-11-30,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102587378.html,,
107102588758,满五唯一，南北通，金三银四楼层，带产权车位可售！,大华颐和华城(公寓),31.28024,121.411728,暂无信息,万里,普陀,599,暂无信息,64085,2005,2,2,1,1,中楼层,5,93.47,平层,93.47㎡,板楼,南 北,钢混结构,精装,一,两,无,2020-05-27,商品房,2015-09-23,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102588758.html,,
107102588849,全明L户型 简装 满五唯一 采光视野充足 交通便利,吉浦路615弄,31.323267,121.4986,殷高西路站,高境,宝山,295,3,46953,1996,2,1,1,1,中楼层,7,62.83,平层,暂无数据,板楼,南,钢混结构,简装,一,四,无,2020-05-27,商品房,2006-02-10,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102588849.html,,
107102590821,桃浦一村海棠苑 双南两房 户型方正 采光充足诚意出售,桃浦一村海棠苑,31.289943,121.358944,桃浦新村站,桃浦,普陀,236,11,37113,1994,2,1,1,1,高楼层,6,63.59,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-27,商品房,2003-02-17,普通住宅,满五年,暂无数据,https://sh.lianjia.com/ershoufang/107102590821.html,,
107102591213,由由二村 非顶楼边套全明户型，前后无遮挡 采光好,由由二村,31.197899,121.534564,杨高南路站,北蔡,浦东,308,7,51334,1994,2,1,1,1,高楼层,6,60,平层,59.23㎡,板楼,南 北,砖混结构,简装,一,三,无,2020-05-27,动迁安置房,2017-02-28,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102591213.html,,
107102592170,新明星新上中间层南北两房，小区第二排，满五年唯一,新明星花园,31.181172,121.362758,暂无信息,航华,闵行,426,暂无信息,52431,1997,2,2,1,1,中楼层,6,81.25,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-27,商品房,2013-06-25,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102592170.html,,
107102595033,16年新小区，近地铁，小区中间位置，看房方便,紫华欣苑,31.285749,121.554923,爱国路站,周家嘴路,杨浦,530,12,72365,2016,2,1,1,1,低楼层,21,73.24,平层,暂无数据,板楼,南 北,钢混结构,精装,两,四,有,2020-05-28,动迁安置房,2018-05-16,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102595033.html,,
107102596715,满五唯一 南北户型 景观楼层 不靠马路 精装修 诚意售,经纬观澜弘郡家园(三期),31.333181,121.4043,南陈路站,上大,宝山,525,7,59497,2009,2,2,1,1,中楼层,14,88.24,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-05-28,商品房,2010-04-02,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102596715.html,,
107102597259,康桥宝邸电梯大3房 南北通户型一手动迁税费少,康桥宝邸,31.128475,121.607731,暂无信息,康桥,浦东,410,暂无信息,40482,2007,3,2,1,1,中楼层,11,101.28,平层,暂无数据,板楼,南,钢混结构,精装,一,三,有,2020-05-29,动迁安置房,2009-05-03,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102597259.html,,
107102598146,高区南北两房 通风采光良好 视野开阔 业主诚意出售,和源名城,31.323764,121.473063,暂无信息,彭浦,静安,430,暂无信息,56579,2011,2,1,1,1,高楼层,33,76,平层,暂无数据,板楼,南 北,钢混结构,简装,两,四,有,2020-05-29,动迁安置房,2013-02-26,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102598146.html,,
107102600892,东江小区 2室0厅 158万,东江小区,31.014528,121.426154,江川路站,老闵行,闵行,158,5,34544,1985,2,0,0,1,高楼层,6,45.74,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-29,商品房,2012-03-16,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102600892.html,,
107102603019,双南带阳台，前方开阔无遮挡，采光好,绿地新江桥城三期,31.241384,121.317959,暂无信息,江桥,嘉定,315,暂无信息,41075,2012,2,2,0,1,中楼层,15,76.69,平层,暂无数据,板楼,南,钢混结构,毛坯,两,四,有,2020-05-30,动迁安置房,2012-09-27,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102603019.html,,
107102555876,地铁9号线，买进价高，税费少，万科示范物业。,万科朗润园,31.15894,121.347377,中春路站,七宝,闵行,298,9,59434,2006,1,1,1,1,中楼层,8,50.14,平层,暂无数据,板楼,南,钢混结构,精装,一,十,有,2020-05-20,商品房,2014-12-20,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102555876.html,,
107002247639,70年纯住宅+2梯4户高区全南采光好+赏湖景花园+税少,艾格美国际公寓,31.232668,121.470094,暂无信息,南京西路,静安,1188,暂无信息,96078,2006,2,2,1,2,中楼层,32,123.65,平层,110㎡,板楼,南,钢混结构,精装,两,四,有,2017-11-09,商品房,2015-09-20,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107002247639.html,,
107100448209,大平层四房 三房朝南  带空中花园 位置安静 户型正气,东方知音苑,31.264388,121.581217,金桥路站,金杨,浦东,1130,6,77856,2002,4,2,1,2,高楼层,5,145.14,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2018-07-08,商品房,2002-05-17,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107100448209.html,,
107101581544,08年次新房，品牌物业，居住体验好，税费低,西郊景平苑,31.226058,121.296786,暂无信息,华漕,闵行,189,暂无信息,35830,2008,1,1,1,1,低楼层,12,52.75,平层,52.75㎡,板楼,南,钢混结构,简装,一,三,有,2019-07-27,动迁安置房,2010-06-03,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101581544.html,,
107101620116,科技住宅 中间楼层 恒温恒湿恒氧 四季常温 大三房,朗诗绿色街区,31.319154,121.324997,暂无信息,南翔,嘉定,663,暂无信息,46720,2012,3,2,1,2,低楼层,18,141.91,平层,130㎡,板楼,南,钢混结构,精装,两,两,有,2019-08-08,商品房,2015-01-12,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101620116.html,,
107101670894,中环一号三房两卫，楼层好位置佳，看房随时方便。,中环一号(一期),31.298739,121.410301,暂无信息,大华,宝山,575,暂无信息,53614,2011,3,2,1,2,中楼层,14,107.25,平层,暂无数据,板楼,西南,钢混结构,毛坯,一,三,有,2019-08-22,商品房,2015-01-04,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101670894.html,,
107102469762,十一街区二期双地铁满五唯一精装修保养好板式两房急售,大华锦绣华城(十一街区),31.187294,121.542683,下南路站,北蔡,浦东,820,13,79014,2012,2,2,1,1,低楼层,12,103.78,平层,暂无数据,板楼,南,钢混结构,精装,一,两,有,2020-05-02,商品房,2013-09-11,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102469762.html,,
107102469937,09年的动迁房，税少，近地铁，环境好，采光好,龙博公寓,31.185044,121.561387,北蔡站,北蔡,浦东,668,13,64548,2009,3,2,1,1,中楼层,11,103.49,平层,暂无数据,板楼,南,钢混结构,精装,一,三,有,2020-05-02,动迁安置房,2016-05-01,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102469937.html,,
107102477696,文化花园香榭丽苑 3室2厅 700万,文化花园香榭丽苑,31.308804,121.499747,江湾镇站,五角场,杨浦,700,3,57139,1999,3,2,1,2,低楼层,9,122.51,平层,暂无数据,板楼,东南,钢混结构,精装,一,两,有,2020-05-03,商品房,2006-12-24,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102477696.html,,
107102485178,5复6的顶楼复式，精装修，采光视野好,盛达家园,31.337019,121.472011,暂无信息,张庙,宝山,488,暂无信息,46121,2005,3,2,1,2,高楼层,6,105.81,复式,暂无数据,板楼,南 北,钢混结构,简装,一,两,无,2020-05-05,商品房,2006-04-22,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102485178.html,,
107102486681,珐朵公馆电梯高区，满五唯一，三开间朝南，精装修交付,大华锦绣华城(十五街区),31.18198,121.533351,华鹏路站,北蔡,浦东,629,13,81530,2013,2,1,1,1,高楼层,18,77.15,平层,暂无数据,塔楼,南,钢混结构,精装,两,八,有,2020-05-05,商品房,2014-03-04,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102486681.html,,
107102492036,税费少、户型正气、双南采光佳、苏河湾CBD,南星小区,31.249456,121.47244,曲阜路站,西藏北路,静安,500,8,78765,1984,2,1,1,1,中楼层,20,63.48,平层,暂无数据,塔楼,南,钢混结构,精装,两,八,有,2020-05-06,商品房,2013-10-16,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102492036.html,,
107102505457,打浦桥大平层南北通，高区景观三房，总价低，诚意售,帝庭,31.213217,121.478609,打浦桥站,打浦桥,黄浦,1620,9,70133,2004,3,2,1,2,高楼层,24,230.99,平层,暂无数据,板楼,南 北,钢混结构,精装,四,三,有,2020-05-09,商品房,2006-10-14,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102505457.html,,
107102517514,玉乐小区大三房 户型正 采光足  有车库,玉乐小区,31.021002,121.205851,暂无信息,松江老城,松江,380,暂无信息,31354,2005,3,2,0,2,低楼层,6,121.2,平层,121.2㎡,板楼,南,钢混结构,精装,一,两,无,2020-05-11,商品房,2007-04-05,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102517514.html,,
107102518551,160平米大三房，装修好，拎包入住，南北通透看房方便,名都城(公寓),31.196312,121.400415,暂无信息,金虹桥,闵行,940,暂无信息,58739,1997,3,2,1,2,中楼层,12,160.03,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一,六,有,2020-05-12,商品房,2014-09-20,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102518551.html,,
107102524315,马陆清水湾 1室2厅 295万,马陆清水湾,31.339896,121.293424,暂无信息,嘉定新城,嘉定,295,暂无信息,22540,2010,1,2,1,1,低楼层,14,130.88,复式,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-05-13,商品房,2010-09-09,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102524315.html,,
107102530194,近地铁7号线，精装修南北通大二房，满5年，新挂牌。,阳城美景,31.294481,121.436325,行知路站,阳城,静安,595,7,58749,2005,2,2,1,2,低楼层,9,101.28,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-05-14,商品房,2009-02-27,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102530194.html,,
107102533554,北临久事三期公共绿地，景观房，房型方正，视野开阔！,久事西郊花园,31.18654,121.315777,暂无信息,徐泾,青浦,1750,暂无信息,61348,2003,6,3,1,5,低楼层,2,285.26,,暂无数据,,南,钢混结构,精装,,,,2020-05-15,商品房,2004-06-08,别墅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102533554.html,独栋,房本备件
107102535103,景观房，中间位置，可看苏州河，河滨公园有产权车位,春天花园,31.223018,121.409956,娄山关路站,中山公园,长宁,1280,2,80276,2004,3,2,2,2,高楼层,21,159.45,平层,暂无数据,板楼,南,钢混结构,精装,两,两,有,2020-05-15,商品房,2004-12-19,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102535103.html,,
107102541317,新明星中层复式，精装修带中 央空调和地暖，诚意出售,新明星花园,31.181172,121.362758,暂无信息,航华,闵行,699,暂无信息,51075,2000,3,2,1,2,中楼层,5,136.86,复式,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-17,商品房,2001-05-21,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102541317.html,,
107102549694,降价13万！必看好房+品质小区+满五唯一 三房全明户型,罗阳一村,31.129276,121.417717,暂无信息,梅陇,闵行,405,暂无信息,46854,1997,3,1,1,1,中楼层,6,86.44,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-18,商品房,1998-11-11,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102549694.html,,
107102550933,2房2厅丨南北边套全明丨税费少丨业主诚售丨婚房装修,康阳小区,31.270223,121.532054,江浦公园站,东外滩,杨浦,550,12,75127,1998,2,2,1,1,中楼层,7,73.21,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,无,2020-05-19,商品房,2015-05-26,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102550933.html,,
107102551166,动迁房税费少，飞机户型，小区中间位置，楼层好采光佳,银泰苑,31.09243,121.429391,暂无信息,春申,闵行,505,暂无信息,41343,2009,3,2,1,2,中楼层,11,122.15,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-05-19,动迁安置房,2013-04-08,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102551166.html,,
107102554507,此房满五唯一，双南朝向，采光充足，视野开阔,好旺花苑,31.292383,121.42111,行知路站,大华,宝山,399,7,53919,1996,2,1,1,1,高楼层,6,74,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-20,商品房,2000-12-18,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102554507.html,,
107102557565,近地铁，真边套，精装修，诚意出售,新凯城紫竹苑,31.115793,121.236742,佘山站,泗泾,松江,218,9,31435,2014,2,1,1,1,低楼层,12,69.35,平层,暂无数据,板楼,南,钢混结构,精装,一,四,有,2020-05-20,动迁安置房,2014-05-05,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102557565.html,,
107102564501,户型方正，采光佳，位置佳，近地铁,共富一村,31.358615,121.436479,共富新村站,共富,宝山,339,1,38018,1997,3,1,1,1,高楼层,6,89.17,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-22,商品房,2008-08-20,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102564501.html,,
107102572420,本房动迁房 一个点的个税 房子精装 房东诚意出售,明月坊,31.275158,121.545295,宁国路站,周家嘴路,杨浦,430,12,69931,2013,2,1,1,1,中楼层,34,61.49,平层,50㎡,塔楼,西南,钢混结构,精装,三,十,有,2020-05-23,动迁安置房,2015-07-27,新式里弄,满两年,非共有,https://sh.lianjia.com/ershoufang/107102572420.html,,
107102579132,业主诚售，价格可谈，精装地铁3房，靠宝龙广场,新城盛景园,31.165531,121.157817,汇金路站,夏阳,青浦,335,17,37498,2010,3,2,0,1,低楼层,8,89.34,平层,暂无数据,板楼,南,钢混结构,简装,一,两,有,2020-05-24,商品房,2011-01-12,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102579132.html,,
107102584284,非顶楼，近地铁，全明厅有窗，满五税少 两房朝南,丰庄十四街坊,31.254349,121.3619,丰庄站,丰庄,嘉定,295,13,46290,1998,2,1,1,1,高楼层,6,63.73,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-25,商品房,2010-11-11,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102584284.html,,
107102587637,此房为动迁房，税费低，南北户型，不靠路，诚意出售,莘南花苑一村,31.11712,121.403802,暂无信息,莘庄,闵行,485,暂无信息,64264,1999,2,2,1,1,高楼层,6,75.47,平层,75.47㎡,板楼,南,砖混结构,精装,一,两,无,2020-05-26,动迁安置房,2001-03-16,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102587637.html,,
107102601811,浦江世博家园十三街坊 电梯高层非顶楼精装 一动迁少税,浦江世博家园十三街坊,31.078891,121.51424,联航路站,浦江,闵行,408,8,46875,2006,2,2,1,1,高楼层,14,87.04,平层,87㎡,板楼,南,钢混结构,精装,一,三,有,2020-05-30,动迁安置房,2008-08-01,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102601811.html,,
107102583236,95年竣工 诚意出售 接受市场价格 南北房型， 一梯三户,凤城六村,31.289643,121.523684,暂无信息,控江路,杨浦,503,暂无信息,68848,1996,2,1,1,1,低楼层,6,73.06,平层,暂无数据,板楼,南,砖混结构,毛坯,一,三,无,2020-05-25,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102583236.html,,
107102596933,户型好，交通便利，配套齐全，随时可看,漕溪二村,31.178074,121.44364,漕宝路站,万体馆,徐汇,340,1,77750,1994,1,1,1,1,中楼层,6,43.73,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-28,商品房,2000-06-08,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102596933.html,,
107100139817,70平大一房，日照充足，业主置换已经买好急卖，有钥匙,中远两湾城,31.258675,121.451891,暂无信息,中远两湾城,普陀,535,暂无信息,76913,2006,1,2,1,1,低楼层,34,69.56,平层,暂无数据,板楼,东南,钢混结构,精装,两,五,有,2018-03-26,商品房,2004-11-20,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107100139817.html,,
107101123805,一手动迁满五年，精装修诚意出售随时看房,新顾村大家园A区,31.364563,121.413733,暂无信息,顾村,宝山,405,暂无信息,34645,2006,3,2,1,2,中楼层,6,116.9,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,无,2019-03-16,动迁安置房,2008-02-18,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101123805.html,,
107101180180,淞虹苑之星，南北双阳台，近地铁户型好，满五年唯一,淞虹新苑,31.219631,121.369629,淞虹路站,北新泾,长宁,850,2,62459,2000,3,2,1,2,中楼层,6,136.09,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2019-04-02,商品房,2001-04-26,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101180180.html,,
107101524329,业主降价100万！ 万科物业， 16年次新房，有车位！！,翡翠名都,31.190199,121.406959,龙溪路站,金虹桥,闵行,1499,10,92434,2016,3,2,1,2,高楼层,16,162.17,平层,暂无数据,板楼,南,钢混结构,精装,两,三,有,2019-07-11,商品房,2017-09-27,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107101524329.html,,
107102467739,店长推荐：小三房 ，9号线泗泾站，业主诚心出售！,金地褐石苑,31.122087,121.26313,泗泾站,泗泾,松江,379,9,43325,2016,3,2,1,1,中楼层,11,87.48,平层,暂无数据,板楼,南,钢混结构,精装,一,两,有,2020-05-01,商品房,2015-01-15,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102467739.html,,
107102476480,古华公园  中间两房 业主诚心出售  看房随时,古华新村,30.921942,121.473383,暂无信息,南桥,奉贤,145,暂无信息,20834,1988,2,1,1,1,中楼层,5,69.6,平层,暂无数据,板楼,南,砖混结构,简装,一,五,无,2020-05-03,商品房,2014-10-11,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102476480.html,,
107102478553,业主诚心出售 价格有可谈空间的,绿地东岸涟城,30.890325,121.923349,暂无信息,临港新城,浦东,209,暂无信息,23957,2009,2,2,1,1,中楼层,5,87.24,平层,暂无数据,板楼,南,钢混结构,毛坯,一,三,无,2020-05-03,商品房,2009-05-01,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102478553.html,,
107102480222,高档小区 人车分流 装修壕 带车位 附带大地下储藏室,九龙仓兰宫,31.055413,121.243818,暂无信息,松江大学城,松江,690,暂无信息,38359,2014,3,2,1,3,低楼层,3,179.88,,暂无数据,,南,钢混结构,精装,,,,2020-05-04,商品房,2015-04-18,别墅,满五年,共有,https://sh.lianjia.com/ershoufang/107102480222.html,暂无数据,房本备件
107102484575,金桥新城花园位置特价房源，附带阳光房，业主急售,金桥新城,31.268529,121.616054,金桥站,金桥,浦东,559,9,54831,2005,2,2,1,1,低楼层,11,101.95,平层,81.39㎡,板楼,南,钢混结构,简装,一,两,有,2020-05-05,商品房,2003-12-20,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102484575.html,,
107102485737,此房满五唯一， 边套全明南北通小三房，位置好楼层好,绿庭尚城,31.152953,121.318414,暂无信息,九亭,松江,408,暂无信息,43290,2008,3,2,1,1,低楼层,18,94.25,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-05-05,商品房,2014-10-20,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102485737.html,,
107102488552,业主诚心销售，小区好楼层好视野好位置好。,兰花清苑,31.107324,121.252601,暂无信息,泗泾,松江,196.8,暂无信息,27591,2013,2,1,1,1,低楼层,14,71.33,平层,暂无数据,板楼,南,钢混结构,毛坯,两,四,有,2020-05-05,动迁安置房,2017-04-06,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102488552.html,,
107102490834,高区电梯房，一梯两户得房率高，一手动迁，满五唯一,水岸秀苑,31.246147,121.315204,暂无信息,江桥,嘉定,359,暂无信息,40996,2006,2,2,0,1,中楼层,11,87.57,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-05-06,动迁安置房,2009-06-28,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102490834.html,,
107102492245,一梯两户，商品房品质小区，物业管理一liu。,齐七小区,31.184706,121.518197,东明路站,世博,浦东,310,6,54829,1997,2,1,1,1,高楼层,6,56.54,平层,暂无数据,板楼,南 北,砖混结构,简装,一,两,无,2020-05-06,商品房,2013-07-29,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102492245.html,,
107102494946,小高层得房率高，全新装修，简约美式风格,锦绣满堂花园,31.210004,121.546676,暂无信息,杨东,浦东,950,暂无信息,82552,2006,2,2,1,1,高楼层,8,115.08,平层,暂无数据,板楼,南 北,钢混结构,精装,两,两,有,2020-05-07,商品房,2009-04-20,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102494946.html,,
107102495401,紫叶一房 总价低 近地铁 河景房 近期必卖,紫叶花园,31.188808,121.557725,北蔡站,北蔡,浦东,242,13,52257,1995,1,1,1,1,高楼层,6,46.31,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-07,商品房,2015-10-23,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102495401.html,,
107102495557,此房高区  保养好 中间楼层，采光充足，配套齐全,衡辰公寓,31.220875,121.393813,威宁路站,天山,长宁,458,2,78641,2007,1,1,1,1,高楼层,18,58.24,平层,暂无数据,塔楼,南,钢混结构,精装,三,九,有,2020-05-07,商品房,2011-01-24,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102495557.html,,
107102495766,内环内地铁100米宁国路站，此房位于五楼，朝南带阳台,荣丰花园,31.27204,121.537331,宁国路站,东外滩,杨浦,325,12,62047,1995,1,1,1,1,高楼层,6,52.38,平层,暂无数据,板楼,南,砖混结构,简装,一,三,无,2020-05-07,商品房,2015-05-27,普通住宅,满五年,暂无数据,https://sh.lianjia.com/ershoufang/107102495766.html,,
107102495862,近地铁， 中高楼层，三开间朝南，户型正气，诚意出售,华润中央公园三期(浩翔路505弄),31.31532,121.316354,暂无信息,南翔,嘉定,459,暂无信息,53261,2014,2,2,1,1,高楼层,21,86.18,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-07,商品房,2016-05-18,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102495862.html,,
107102496095,万科金色领域，精装三房，边套户型全明，看房随时,万科金色领域,31.389949,121.227122,暂无信息,菊园新区,嘉定,308,暂无信息,36746,2014,3,2,1,1,中楼层,18,83.82,平层,暂无数据,板楼,南 北,钢混结构,精装,两,四,有,2020-05-07,商品房,2015-12-08,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102496095.html,,
107102499124,毛胚三室两厅，商品房，靠地铁，欢迎各位看房,瑞和新苑浦涛路399弄,31.055992,121.544239,暂无信息,浦江,闵行,325,暂无信息,34932,2008,3,2,0,1,中楼层,14,93.04,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一,三,有,2020-05-08,商品房,2009-08-28,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102499124.html,,
107102499595,三轨交会，经典户型，大露台，满五年，不对口 进才,心中家园,31.246811,121.554711,北洋泾路站,洋泾,浦东,800,6,78710,2004,2,2,1,1,低楼层,9,101.64,平层,暂无数据,板楼,南,钢混结构,简装,一,两,有,2020-05-08,商品房,2005-02-23,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102499595.html,,
107102508800,大宁板块新小区，楼下芷江中路幼儿园，朝南好房,大宁瑞仕花园,31.274719,121.452701,延长路站,大宁,静安,720,1,103583,2013,1,2,1,1,低楼层,27,69.51,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-10,商品房,2014-05-06,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102508800.html,,
107102513544,南北通的小三房经典户型，高楼层，通风采光好，视野佳,朗庭上郡苑(公寓),31.156734,121.302454,暂无信息,九亭,松江,330,暂无信息,37079,2010,3,1,1,1,高楼层,11,89,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一,两,有,2020-05-11,商品房,2009-12-28,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102513544.html,,
107102516415,首付77万，2年婚房装修，13号线地铁，随时可拎包入住,绿川小区,31.176432,121.557098,陈春路站,北蔡,浦东,216,13,43278,1996,1,2,1,1,高楼层,6,49.91,平层,暂无数据,板楼,南,砖混结构,精装,一,三,无,2020-05-11,商品房,2018-05-14,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102516415.html,,
107102527207,紫薇茗庭 3室1厅 220万,紫薇茗庭,31.097383,121.254771,暂无信息,泗泾,松江,220,暂无信息,26555,2014,3,1,1,1,中楼层,28,82.85,平层,暂无数据,塔楼,南,钢混结构,其他,两,六,有,2020-05-14,动迁安置房,2016-08-26,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102527207.html,,
107102531436,边套全明户型  三面采光  中区楼层 视野好,三花现代城(二期香梅苑),31.324556,121.481285,暂无信息,高境,宝山,520,暂无信息,58205,2009,2,2,1,1,中楼层,17,89.34,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-15,商品房,2009-10-26,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102531436.html,,
107102535013,08年电梯高区一房全明，紧挨五角场合生汇万达广场！,东上海中心,31.298385,121.526635,五角场站,黄兴公园,杨浦,420,10,63918,2008,1,2,1,1,高楼层,24,65.71,平层,暂无数据,板楼,西南,钢混结构,毛坯,两,五,有,2020-05-15,商品房,2008-10-22,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102535013.html,,
107102537055,一梯两户，产权清晰，楼层好，采光没问题,延长小区(闸北),31.275402,121.462016,延长路站,大宁,静安,420,1,78169,1995,2,1,1,1,中楼层,6,53.73,平层,暂无数据,板楼,南 北,砖混结构,简装,一,三,无,2020-05-16,商品房,1998-05-21,普通住宅,满五年,暂无数据,https://sh.lianjia.com/ershoufang/107102537055.html,,
