链家编号,标题,小区名称,小区纬度,小区经度,邻近地铁站,所属街道,所属区域,总价,地铁线路,每平方售价,建造时间,室数,厅数,厨数,卫数,所在楼层,楼层总数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯数,户数,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,url,别墅类型,抵押信息
107102524443,满五唯一+南北通+采光好+税费第+配套好,嘉宝小区,31.303125,121.319257,暂无信息,南翔,嘉定,257,暂无信息,36673,1997,2,1,1,1,高楼层,6,70.08,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2020-05-13,商品房,2013-06-08,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102524443.html,,
107102526072,小户型两房+满五唯一+中间楼层+,万科四季花城,31.391582,121.450928,暂无信息,杨行,宝山,317,暂无信息,41993,2007,2,1,1,1,中楼层,11,75.49,平层,暂无数据,板楼,南 北,钢混结构,精装,一,四,有,2020-05-13,商品房,2015-04-01,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102526072.html,,
107102536814,"低楼层带院子,厅房同款，小区改造美丽家园动工中",市光二村,31.322684,121.548444,暂无信息,中原,杨浦,218,暂无信息,54899,1990,1,1,1,1,低楼层,6,39.71,平层,暂无数据,板楼,南,砖混结构,简装,一,六,无,2020-05-16,商品房,2008-01-27,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102536814.html,,
107102537948,内环+带电梯+边套有窗+南北通+地铁口+满五年唯一+急,隆德小区,31.235402,121.428553,暂无信息,武宁,普陀,468,暂无信息,64277,1987,2,1,1,1,中楼层,12,72.81,平层,暂无数据,塔楼,南 东,钢混结构,精装,两,十,有,2020-05-16,商品房,2010-08-23,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102537948.html,,
107102538674,满五唯一，户型方正，看房方便，婚房装修，采光好,阳光苑民同路176弄,31.277679,121.657985,顾唐路站,曹路,浦东,260,9,37357,1994,2,1,0,1,高楼层,6,69.6,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-16,商品房,2002-05-17,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102538674.html,,
107102538745,满五唯一+视野俱佳+楼层好采光好+价格便宜+看房方便！,盘古天地,31.345104,121.252889,白银路站,嘉定新城,嘉定,285,11,40697,2012,1,1,1,1,高楼层,27,70.03,平层,暂无数据,板楼,南,钢混结构,简装,两,五,有,2020-05-16,商品房,2015-07-01,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102538745.html,,
107102538888,满二唯一，南北通户型，配套成熟，出行方便，采光充足,晨阳小区,31.184999,121.756729,暂无信息,川沙,浦东,190,暂无信息,25631,1997,2,1,0,1,高楼层,6,74.13,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-16,商品房,2016-03-09,普通住宅,满两年,共有,https://sh.lianjia.com/ershoufang/107102538888.html,,
107102540051,满五唯一，非顶楼，采光充足，业主诚意出售，看房方便,淞南九村（南区）,31.343403,121.481909,暂无信息,淞南,宝山,195,暂无信息,40787,1996,1,1,1,1,高楼层,6,47.81,平层,暂无数据,板楼,南,砖混结构,精装,一,三,无,2020-05-16,商品房,2013-11-25,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102540051.html,,
107102540371,好日子B区中间位置一首动迁大两房,好日子大家园B区,31.357009,121.367604,刘行站,顾村,宝山,360,7,38565,2007,2,1,1,1,低楼层,6,93.35,平层,暂无数据,板楼,南,砖混结构,简装,两,两,有,2020-05-16,动迁安置房,2011-09-23,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102540371.html,,
107102543188,自住装修，满五唯一税费少，高楼层，采光好！,达城锦园,31.125335,121.608895,暂无信息,康桥,浦东,218,暂无信息,39869,2010,1,1,1,1,高楼层,14,54.68,平层,暂无数据,板楼,南,钢混结构,其他,一,三,有,2020-05-17,商品房,2015-04-02,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102543188.html,,
107101211552,十二村稀有双南户型，视野好，|售后公房|税少好房,田林十二村,31.17817,121.435223,漕宝路站,田林,徐汇,379,1,79673,1987,2,1,1,1,高楼层,6,47.57,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2019-04-11,商品房,2020-04-01,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107101211552.html,,
107101264135,园西小区 2室1厅 238万,园西小区,31.196209,121.70349,川沙站,川沙,浦东,238,2,36644,1988,2,1,1,1,高楼层,4,64.95,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2019-04-27,商品房,2020-04-28,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107101264135.html,,
107101599735,一楼带花园，房东诚心出售，随时可看，拎包入住。,翠苑公寓(东区),22.680559,113.17982,暂无信息,朱家角,青浦,220,暂无信息,26319,2010,2,2,1,1,低楼层,5,83.59,平层,暂无数据,板楼,南,钢混结构,精装,一,四,有,2019-08-02,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107101599735.html,,
107100147395,满五唯一，南北格局方正，小区少有电梯房,美兰湖颐景园,31.400235,121.368755,暂无信息,罗店,宝山,490,暂无信息,28033,2007,6,2,1,2,中楼层,6,174.8,平层,154.29㎡,板楼,南 北,钢混结构,简装,一,两,有,2018-03-28,商品房,2011-12-13,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107100147395.html,,
107100974840,总高10层的小高层，得房率85%，诚意急卖，位置好,仁恒滨江园,31.235296,121.514755,商城路站,陆家嘴,浦东,1499,9,107072,1999,3,2,1,2,低楼层,23,140,平层,暂无数据,板楼,西南 西,钢混结构,精装,一,两,有,2019-01-19,商品房,2015-12-28,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107100974840.html,,
107100983995,满五唯一税少、朝南楼层佳采光好、配套齐全，全明两房,通海小区,31.265033,121.501881,临平路站,临平路,虹口,498,4,62959,1979,2,1,1,1,高楼层,6,79.1,平层,暂无数据,板楼,南 北,砖混结构,精装,一,三,无,2019-01-23,商品房,2000-11-27,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107100983995.html,,
107101013793,汽车城地铁站朝南2房，普通电梯住宅精装修拎包入住,新城尚上城,31.290851,121.186066,上海汽车城站,安亭,嘉定,244.5,11,31032,2012,2,2,1,1,低楼层,18,78.79,平层,暂无数据,板楼,南,钢混结构,精装,两,三,有,2019-02-15,商品房,2013-08-17,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101013793.html,,
107101326553,古北精致两房 超大阳台 满五唯一,古北嘉年华庭,31.198989,121.4146,宋园路站,古北,长宁,1118,10,92169,2005,2,2,1,2,高楼层,17,121.3,平层,暂无数据,板楼,南,钢混结构,精装,两,三,有,2019-05-16,商品房,2014-07-17,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101326553.html,,
107101590911,咨询秒回，高区看江，四开间朝南，屋况好，看房方便,云锦东方(公寓),31.24852,121.596733,暂无信息,龙华,徐汇,2790,暂无信息,139424,2014,3,2,1,3,高楼层,15,200.11,平层,暂无数据,板楼,南,钢混结构,精装,两,两,有,2019-07-30,商品房,2016-10-29,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107101590911.html,,
107101630709,小区车位宽松+全南户型+4m大开间+3.1m净层高+满五年,新华御庭,31.209992,121.429221,延安西路站,新华路,长宁,1090,3,93901,2005,2,2,1,2,中楼层,26,116.08,暂无数据,暂无数据,板楼,南,钢混结构,精装,两,四,有,2019-08-11,商品房,2007-09-06,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107101630709.html,,
107102469522,95年房龄+地铁口+精装修+边套全明+满五唯一+红旗,纪念小区,31.299385,121.492944,大柏树站,江湾镇,虹口,435,3,53296,1995,2,1,1,1,低楼层,6,81.62,平层,暂无数据,板楼,南 北,砖混结构,精装,一,四,无,2020-05-01,商品房,2001-05-15,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102469522.html,,
107102471249,双南或南北户型，位置好，楼层好，不靠马路铁路高架,西郊九韵城,31.217838,121.301945,暂无信息,华漕,闵行,303,暂无信息,41002,2005,2,2,1,1,低楼层,6,73.9,平层,暂无数据,板楼,南,钢混结构,毛坯,一,两,无,2020-05-02,动迁安置房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102471249.html,,
107102473668,港驳小区+中间楼层+总价低+地铁口+精装修+看房方便,港驳小区,31.219865,121.532896,蓝村路站,塘桥,浦东,285,4,67154,1983,1,1,1,1,中楼层,6,42.44,平层,暂无数据,板楼,南 北,砖混结构,精装,一,四,无,2020-05-02,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102473668.html,,
107102475230,新静安二楼两室一厅，精装修，全明户型，双南双阳台,阳曲路650弄,31.322891,121.467093,暂无信息,彭浦,静安,223,暂无信息,53033,1994,2,1,1,1,低楼层,6,42.05,平层,暂无数据,板楼,南,砖混结构,精装,一,三,无,2020-05-03,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102475230.html,,
107102485176,《地铁》《售后公房》《南北两房》《边套全明》,延吉中路117弄,31.290128,121.541848,延吉中路站,控江路,杨浦,330,8,59013,1978,2,1,1,1,中楼层,5,55.92,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-05,售后公房,1998-12-28,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102485176.html,,
107102490642,18号上盖+渔人码头+视野开阔，采光无遮挡+钥匙房,凯达苑,31.260591,121.538111,暂无信息,东外滩,杨浦,535,暂无信息,68485,1997,2,1,1,1,高楼层,6,78.12,平层,暂无数据,板楼,南,砖混结构,简装,一,两,无,2020-05-06,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102490642.html,,
107102490851,观景高尔夫球场！凤凰楼层！售后公房！边套南北通！,虹梅路2986弄,31.187594,121.400004,暂无信息,金虹桥,闵行,265,暂无信息,49459,1992,2,1,1,1,高楼层,6,53.58,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-06,商品房,1995-02-18,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102490851.html,,
107102491352,新上房，高层，南北格局，无遮挡，采光充足,爱博四村,31.219099,121.311397,暂无信息,华漕,闵行,280,暂无信息,46091,2011,2,1,1,1,中楼层,13,60.75,平层,暂无数据,板楼,南,钢混结构,简装,一,四,有,2020-05-06,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102491352.html,,
107102493689,地段内环，地铁直达，户型称赞，两房正厅，钥匙房源,大三小区,31.280945,121.498197,曲阳路站,曲阳,虹口,435,8,59024,1975,2,2,1,1,高楼层,6,73.7,平层,暂无数据,板楼,南,砖混结构,简装,一,六,无,2020-05-07,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102493689.html,,
107102495213,通河一村+一楼天井已达+小区位置好+诚意出售+厨卫全明,通河一村,31.341825,121.455059,通河新村站,张庙,宝山,245,1,59524,1988,1,1,1,1,低楼层,6,41.16,平层,暂无数据,板楼,南,砖混结构,毛坯,一,四,无,2020-05-07,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102495213.html,,
107102496677,13年南北户型，在售低总价！高区视野景观！看房随时,中环和润苑,31.288589,121.561935,爱国路站,周家嘴路,杨浦,438,12,65432,2013,2,1,1,1,高楼层,32,66.94,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两,六,有,2020-05-07,动迁安置房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102496677.html,,
107102498381,满五唯一，低楼层，通风效果好，房东诚意出售,三门路358弄,31.316978,121.4992,江湾镇站,五角场,杨浦,288,3,51228,1995,2,1,1,1,低楼层,7,56.22,平层,暂无数据,板楼,南,钢混结构,精装,一,四,无,2020-05-08,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102498381.html,,
107102499305,笋盘急售 钥匙委托 高区双朝南 带产权车库,金轩公寓,31.194772,121.446076,徐家汇站,徐家汇,徐汇,999,1,70353,1997,3,2,1,1,中楼层,23,142,平层,暂无数据,板楼,南 北,钢混结构,简装,两,五,有,2020-05-08,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102499305.html,,
107102504009,新城板块小三房，位置佳视野采光棒，精装自住环境好,上实海上荟(公寓),31.345293,121.285772,暂无信息,嘉定新城,嘉定,361,暂无信息,36947,2016,3,2,1,1,中楼层,18,97.71,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-09,商品房,2020-04-29,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102504009.html,,
107102510091,漕溪二村，新上一房，楼层好，户型好，随时可看,漕溪二村,31.178074,121.44364,漕宝路站,万体馆,徐汇,355,1,81180,1994,1,1,1,1,低楼层,6,43.73,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-10,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102510091.html,,
107102510550,同润新上 G2户型 满五年 精装修 不靠电梯 随时看房,同润菲诗艾伦,31.111554,121.258917,暂无信息,泗泾,松江,308,暂无信息,34495,2011,3,2,1,1,中楼层,18,89.29,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-10,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102510550.html,,
107102517805,精选丨二期小户型+诚心出售+满五唯一+楼层好+视野开阔,新理想花园,31.024743,121.204566,暂无信息,松江老城,松江,223,暂无信息,33788,2014,2,1,1,1,中楼层,14,66,平层,暂无数据,板楼,南,钢混结构,毛坯,一,四,有,2020-05-11,商品房,暂无数据,普通住宅,暂无数据,暂无数据,https://sh.lianjia.com/ershoufang/107102517805.html,,
107102518892,近地铁精装修，品质小区，边套全明，楼层好，看房方便,彭三小区,31.315441,121.456776,彭浦新村站,彭浦,静安,245,1,55873,2010,1,1,1,1,低楼层,7,43.85,平层,43.85㎡,板楼,南,钢混结构,精装,一,五,无,2020-05-12,售后公房,2020-04-26,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102518892.html,,
107102521254,精装修 两房 国家会展 配套全 交通便利,玉兰清苑,31.202299,121.305191,诸光路站,徐泾,青浦,315,17,45653,2012,2,1,1,1,低楼层,14,69,平层,暂无数据,板塔结合,南,钢混结构,精装,一,四,暂无数据,2020-05-12,商品房,2013-01-31,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102521254.html,,
107102522625,售后公房，高区景观房，钥匙房，刚需首推。,中紫小区,31.213093,121.417158,延安西路站,虹桥,长宁,430,3,61685,1996,2,1,1,1,中楼层,32,69.71,平层,暂无数据,塔楼,东南,钢混结构,简装,四,十,有,2020-05-13,商品房,2012-03-01,普通住宅,未满两年,暂无数据,https://sh.lianjia.com/ershoufang/107102522625.html,,
107102523901,四季绿城 2室2厅 485万,四季绿城,31.336408,121.483818,暂无信息,高境,宝山,485,暂无信息,53122,2009,2,2,1,1,高楼层,14,91.3,平层,暂无数据,板楼,南,钢混结构,简装,一,两,有,2020-05-13,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102523901.html,,
107102524173,2003年次新房，一楼三天井，错层小复式，业主诚意出售,共富二村,31.354554,121.438083,共富新村站,共富,宝山,430,1,41494,2003,3,2,1,1,低楼层,6,103.63,平层,暂无数据,板楼,南 北,砖混结构,精装,一,两,无,2020-05-13,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102524173.html,,
107102530150,琉樽尚品 一手动迁 无遮挡 全南户型 近菜市场,中环一号(二期),31.293052,121.405155,暂无信息,大华,宝山,460,暂无信息,56826,2012,2,2,1,1,低楼层,18,80.95,平层,暂无数据,板楼,南,钢混结构,简装,两,三,有,2020-05-14,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102530150.html,,
107102532871,精装修*非顶楼*近地铁*一梯两户*正气两房*采光佳,东荷小区,31.278807,121.599179,五莲路站,金桥,浦东,330,6,48601,1997,2,1,1,1,高楼层,6,67.9,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-15,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102532871.html,,
107102536976,二期秀溪公寓   总价低   满五年唯一   看房方便,城中花园,31.137475,121.583477,暂无信息,康桥,浦东,349,暂无信息,50727,2012,2,1,1,1,低楼层,15,68.8,平层,暂无数据,板楼,南,钢混结构,毛坯,两,三,有,2020-05-16,商品房,2013-03-26,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102536976.html,,
107102590959,满五唯一，精装修，南北两房近地铁,紫藤二村,31.136552,121.417696,莲花路站,梅陇,闵行,305,1,45948,1994,2,1,1,1,高楼层,6,66.38,平层,暂无数据,板楼,南 北,砖混结构,精装,一,三,无,2020-05-27,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102590959.html,,
107102591290,沿海丽水馨庭(别墅) 4室3厅 655万,沿海丽水馨庭(别墅),31.078188,121.335019,暂无信息,莘闵别墅,松江,655,暂无信息,37440,2007,4,3,1,3,低楼层,3,174.95,,暂无数据,,南,钢混结构,毛坯,,,,2020-05-27,商品房,暂无数据,别墅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102591290.html,联排,房本备件
107102598132,精装修 双南两房 小区中间位置 户型好,茂盛花苑,31.175869,121.343528,暂无信息,七宝,闵行,290,暂无信息,43239,1994,2,1,1,1,高楼层,6,67.07,平层,暂无数据,板楼,南,砖混结构,精装,一,两,无,2020-05-29,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102598132.html,,
107101395468,圣骊澳门苑，3房2卫，中楼层，采光好，南北大三房,圣骊澳门苑,31.253517,121.454155,暂无信息,长寿路,普陀,1168,暂无信息,80248,2005,3,2,1,2,中楼层,26,145.55,平层,暂无数据,板楼,南 北,钢混结构,精装,两,两,有,2019-06-05,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107101395468.html,,
107101506318,地铁口正规两房 全明 总价低 业主诚意卖,五岭小区,31.205798,121.479963,鲁班路站,打浦桥,黄浦,270,4,69768,1988,2,1,1,1,高楼层,7,38.7,平层,暂无数据,板楼,北,钢混结构,简装,一,五,无,2019-07-06,商品房,2002-08-04,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101506318.html,,
107101589840,此房源一楼带花园  一房朝南 一房朝北 南北通透,汇丽苑,31.128678,121.594831,暂无信息,周浦,浦东,299,暂无信息,39788,2006,2,2,1,1,低楼层,6,75.15,平层,暂无数据,板楼,南 北,钢混结构,简装,一,两,无,2019-07-30,商品房,2009-12-21,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101589840.html,,
107101669392,好房来袭，二村总价低小三房，产权清晰干净，看房随时,李园二村,31.397209,121.258269,暂无信息,嘉定老城,嘉定,175,暂无信息,23112,1990,3,0,1,1,高楼层,6,75.72,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2019-08-22,商品房,2016-03-05,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107101669392.html,,
107101717315,烫金地段+三线交汇+商圈配套齐全+高区+钥匙房+诚意卖,恒升大厦,31.216779,121.489009,陆家浜路站,蓬莱公园,黄浦,567,8,82186,1999,1,2,1,1,中楼层,26,68.99,平层,暂无数据,塔楼,南,钢混结构,简装,三,十,有,2019-09-04,商品房,2001-06-11,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107101717315.html,,
107101641285,南北通透户型+采光良好+南面靠河+品质小区+前后无遮挡,阳明国际花苑五期,31.127079,121.389742,暂无信息,莘庄,闵行,528,暂无信息,50892,2004,2,2,1,2,低楼层,6,103.75,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2019-08-14,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107101641285.html,,
107101878398,高区看江景和花园、户型正气采光好新装修不含个税,百汇园,31.179089,121.466319,云锦路站,徐汇滨江,徐汇,1368,11,123712,2008,2,2,1,1,高楼层,37,110.58,平层,暂无数据,板楼,南,钢混结构,精装,两,六,有,2019-10-16,商品房,2020-04-15,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107101878398.html,,
107101925571,金茂府三期，钥匙房采光明亮科技住宅，没有人居住过。,大宁金茂府,31.292833,121.462857,新江湾城站,大宁,静安,1800,10,114301,未知,4,2,1,2,高楼层,22,157.48,平层,暂无数据,板楼,南 北,钢混结构,精装,两,三,有,2019-10-30,商品房,2017-08-29,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107101925571.html,,
107102099670,东泉新村 正气3房 看房有钥匙 到价签字 满五,东泉新村,30.730382,121.353794,暂无信息,石化,金山,166,暂无信息,17474,1998,3,2,1,1,高楼层,6,95,平层,暂无数据,板楼,南,钢混结构,简装,一,两,无,2019-12-23,商品房,暂无数据,普通住宅,暂无数据,共有,https://sh.lianjia.com/ershoufang/107102099670.html,,
107102190080,电梯花园洋房 环境优质 生活舒适,隽苑,31.118842,121.04667,暂无信息,朱家角,青浦,330,暂无信息,22997,未知,4,2,1,2,低楼层,4,143.5,平层,暂无数据,板楼,南,钢混结构,毛坯,一,两,无,2020-02-23,商品房,2018-09-13,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102190080.html,,
107102248483,精装两房，双南户型，交通方便，闹中取静，诚心出售,长城苑,31.255306,121.47303,中兴路站,西藏北路,静安,514.9,8,65668,2000,2,1,1,1,低楼层,28,78.41,平层,暂无数据,塔楼,南,钢混结构,精装,两,六,有,2020-03-14,商品房,暂无数据,普通住宅,暂无数据,非共有,https://sh.lianjia.com/ershoufang/107102248483.html,,
107102250069,中间楼层 静安大融城生活圈 看房有钥匙,阳城花园,31.289519,121.432656,行知路站,阳城,静安,594,7,67909,2002,2,2,1,1,中楼层,6,87.47,平层,暂无数据,板楼,南 北,钢混结构,简装,一,两,无,2020-03-14,商品房,2002-05-02,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102250069.html,,
107102264644,新出高区全南两房+视野开阔+观赏延安绿地+价格限时,中凯城市之光(静安),31.232799,121.471878,南京西路站,南京西路,静安,1350,2,125325,2003,2,2,0,1,高楼层,29,107.72,平层,暂无数据,板楼,南,钢混结构,毛坯,两,三,有,2020-03-18,商品房,2020-04-09,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102264644.html,,
107102266030,金榜世家，业主诚意出售，定居上海的不二选择,金榜世家（一至四期）,31.018366,121.435456,暂无信息,老闵行,闵行,340,暂无信息,39512,1999,2,2,0,1,高楼层,6,86.05,平层,暂无数据,板楼,南 北,钢混结构,简装,一,两,无,2020-03-18,商品房,2011-04-19,普通住宅,未满两年,共有,https://sh.lianjia.com/ershoufang/107102266030.html,,
107102274277,大宁！电梯2房，1梯2户，南北通，得房率高。,东方明珠大宁公寓,31.282172,121.455916,延长路站,大宁,静安,830,1,90582,2000,2,2,1,1,中楼层,8,91.63,平层,暂无数据,板楼,南 北,钢混结构,精装,一,两,有,2020-03-20,商品房,2000-03-31,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102274277.html,,
107102419956,二期楼往3房。一梯一户。高区南北通。有车位税费低,泰府名邸,31.242241,121.461459,暂无信息,南京西路,静安,2050,暂无信息,121044,2009,3,2,1,2,高楼层,18,169.36,平层,暂无数据,板楼,南,钢混结构,精装,两,两,有,2020-04-20,商品房,2016-07-25,普通住宅,未满两年,暂无数据,https://sh.lianjia.com/ershoufang/107102419956.html,,
107102467804,格局好房型佳，楼层视野好，交通便利，配套设施齐全,涵合园(公寓),31.205912,121.537416,暂无信息,杨东,浦东,665,暂无信息,80940,2004,2,2,1,1,低楼层,14,82.16,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-01,商品房,2003-12-20,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102467804.html,,
107102493901,近地铁9号芳甸路站200 米，三开间朝南，随时看房,当代清水园,31.236385,121.56558,芳甸路站,联洋,浦东,853,9,96943,2005,2,2,1,1,低楼层,18,87.99,平层,70.82㎡,板楼,南,钢混结构,精装,两,三,有,2020-05-07,商品房,2006-06-21,普通住宅,满五年,共有,https://sh.lianjia.com/ershoufang/107102493901.html,,
107102499923,此房满五年唯一，户型方正，二个房间朝南,逸翠公馆,31.186941,121.519317,高科西路站,世博,浦东,520,6,56065,2011,2,1,1,1,低楼层,24,92.75,平层,暂无数据,塔楼,南,钢混结构,精装,三,八,有,2020-05-08,商品房,2013-02-04,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102499923.html,,
107102510130,全明户型，精装修，四楼，近地铁，万达，家乐福,共康五村,31.328809,121.444746,暂无信息,共康,宝山,266,暂无信息,46914,1992,2,1,1,1,高楼层,4,56.7,平层,暂无数据,板楼,南 北,砖混结构,精装,一,两,无,2020-05-10,商品房,1995-08-24,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102510130.html,,
107102513308,婚房装修南北两房，可拎包入住。中间楼层采光好,高兴花园,31.119619,121.414498,暂无信息,春申,闵行,388,暂无信息,55429,1998,2,1,1,1,中楼层,6,70,平层,暂无数据,板楼,南,砖混结构,精装,一,三,无,2020-05-11,商品房,2017-01-24,普通住宅,满两年,非共有,https://sh.lianjia.com/ershoufang/107102513308.html,,
107102515677,云海苑290平房东只给链家看房和成交其他平台未委托,云海苑,31.234842,121.470995,南京西路站,南京西路,静安,1999,2,68837,2002,4,2,1,3,高楼层,28,290.4,复式,暂无数据,板塔结合,西南,钢混结构,精装,两,四,有,2020-05-11,商品房,2006-09-08,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102515677.html,,
107102515708,近地铁南北通两房，双阳台，装修保养好，随时看房,上海康城,31.109872,121.361082,暂无信息,莘庄,闵行,360,暂无信息,38681,2006,2,1,1,1,低楼层,17,93.07,平层,暂无数据,板楼,南,钢混结构,精装,两,四,有,2020-05-11,商品房,2004-08-10,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102515708.html,,
107102554023,桃浦新村+低楼层+低总价+满五唯一+诚心出售,桃浦七村雪松苑,31.292659,121.359754,桃浦新村站,桃浦,普陀,167,11,38471,1995,1,1,1,1,低楼层,6,43.41,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-19,商品房,2004-12-03,普通住宅,满五年,暂无数据,https://sh.lianjia.com/ershoufang/107102554023.html,,
107102580292,此房满五唯一，税费少，卧室朝南，产权清晰,永馨小区,31.215245,121.379956,北新泾站,北新泾,长宁,175,2,50887,1993,1,0,1,1,高楼层,6,34.39,平层,暂无数据,板楼,南,砖混结构,简装,一,四,无,2020-05-25,商品房,2013-11-10,普通住宅,满五年,非共有,https://sh.lianjia.com/ershoufang/107102580292.html,,
107102484581,双南电梯2房，售后公房，全天采光，税费少,上影公寓,31.190953,121.447647,上海体育场站,徐家汇,徐汇,645,4,92368,1988,2,1,1,1,低楼层,18,69.83,平层,暂无数据,塔楼,南,钢混结构,简装,两,八,有,2020-05-05,商品房,2020-05-05,普通住宅,未满两年,非共有,https://sh.lianjia.com/ershoufang/107102484581.html,,
